target,safe_name,batch_result_present,summary_artifact_present,summary_artifact_valid,batch_mismatched_fields,summary_mismatched_fields,field_mismatch_count,validation_passed,summary_artifact_path
core::iter::once,core__iter__once,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__iter__once/summary.json
core::iter::once_with,core__iter__once_with,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__iter__once_with/summary.json
core::iter::repeat,core__iter__repeat,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__iter__repeat/summary.json
core::iter::repeat_n,core__iter__repeat_n,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__iter__repeat_n/summary.json
core::iter::repeat_with,core__iter__repeat_with,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__iter__repeat_with/summary.json
core::iter::successors,core__iter__successors,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__iter__successors/summary.json
core::iter::zip,core__iter__zip,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__iter__zip/summary.json
core::mem::ManuallyDrop::drop,core__mem__ManuallyDrop__drop,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__ManuallyDrop__drop/summary.json
core::mem::ManuallyDrop::take,core__mem__ManuallyDrop__take,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__ManuallyDrop__take/summary.json
core::mem::MaybeUninit::as_mut_ptr,core__mem__MaybeUninit__as_mut_ptr,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__MaybeUninit__as_mut_ptr/summary.json
core::mem::MaybeUninit::as_ptr,core__mem__MaybeUninit__as_ptr,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__MaybeUninit__as_ptr/summary.json
core::mem::MaybeUninit::assume_init_drop,core__mem__MaybeUninit__assume_init_drop,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__MaybeUninit__assume_init_drop/summary.json
core::mem::MaybeUninit::assume_init_read,core__mem__MaybeUninit__assume_init_read,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__MaybeUninit__assume_init_read/summary.json
core::mem::MaybeUninit::write,core__mem__MaybeUninit__write,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__MaybeUninit__write/summary.json
core::mem::MaybeUninit::zeroed,core__mem__MaybeUninit__zeroed,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__MaybeUninit__zeroed/summary.json
core::mem::discriminant,core__mem__discriminant,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__discriminant/summary.json
core::mem::drop,core__mem__drop,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__drop/summary.json
core::mem::forget,core__mem__forget,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__forget/summary.json
core::mem::min_align_of,core__mem__min_align_of,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__min_align_of/summary.json
core::mem::min_align_of_val,core__mem__min_align_of_val,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__min_align_of_val/summary.json
core::mem::needs_drop,core__mem__needs_drop,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__needs_drop/summary.json
core::mem::replace,core__mem__replace,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__replace/summary.json
core::mem::take,core__mem__take,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__take/summary.json
core::mem::transmute_copy,core__mem__transmute_copy,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__transmute_copy/summary.json
core::mem::uninitialized,core__mem__uninitialized,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__uninitialized/summary.json
core::mem::zeroed,core__mem__zeroed,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__mem__zeroed/summary.json
core::net::IpAddr::is_ipv4,core__net__IpAddr__is_ipv4,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__IpAddr__is_ipv4/summary.json
core::net::IpAddr::is_ipv6,core__net__IpAddr__is_ipv6,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__IpAddr__is_ipv6/summary.json
core::net::IpAddr::is_loopback,core__net__IpAddr__is_loopback,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__IpAddr__is_loopback/summary.json
core::net::IpAddr::is_multicast,core__net__IpAddr__is_multicast,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__IpAddr__is_multicast/summary.json
core::net::IpAddr::is_unspecified,core__net__IpAddr__is_unspecified,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__IpAddr__is_unspecified/summary.json
core::net::IpAddr::to_canonical,core__net__IpAddr__to_canonical,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__IpAddr__to_canonical/summary.json
core::net::Ipv4Addr::from_bits,core__net__Ipv4Addr__from_bits,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv4Addr__from_bits/summary.json
core::net::Ipv4Addr::from_octets,core__net__Ipv4Addr__from_octets,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv4Addr__from_octets/summary.json
core::net::Ipv4Addr::is_broadcast,core__net__Ipv4Addr__is_broadcast,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv4Addr__is_broadcast/summary.json
core::net::Ipv4Addr::is_documentation,core__net__Ipv4Addr__is_documentation,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv4Addr__is_documentation/summary.json
core::net::Ipv4Addr::is_link_local,core__net__Ipv4Addr__is_link_local,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv4Addr__is_link_local/summary.json
core::net::Ipv4Addr::is_loopback,core__net__Ipv4Addr__is_loopback,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv4Addr__is_loopback/summary.json
core::net::Ipv4Addr::is_multicast,core__net__Ipv4Addr__is_multicast,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv4Addr__is_multicast/summary.json
core::net::Ipv4Addr::is_private,core__net__Ipv4Addr__is_private,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv4Addr__is_private/summary.json
core::net::Ipv4Addr::is_unspecified,core__net__Ipv4Addr__is_unspecified,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv4Addr__is_unspecified/summary.json
core::net::Ipv4Addr::new,core__net__Ipv4Addr__new,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv4Addr__new/summary.json
core::net::Ipv4Addr::octets,core__net__Ipv4Addr__octets,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv4Addr__octets/summary.json
core::net::Ipv4Addr::to_bits,core__net__Ipv4Addr__to_bits,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv4Addr__to_bits/summary.json
core::net::Ipv4Addr::to_ipv6_compatible,core__net__Ipv4Addr__to_ipv6_compatible,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv4Addr__to_ipv6_compatible/summary.json
core::net::Ipv4Addr::to_ipv6_mapped,core__net__Ipv4Addr__to_ipv6_mapped,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv4Addr__to_ipv6_mapped/summary.json
core::net::Ipv6Addr::from_bits,core__net__Ipv6Addr__from_bits,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv6Addr__from_bits/summary.json
core::net::Ipv6Addr::from_octets,core__net__Ipv6Addr__from_octets,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv6Addr__from_octets/summary.json
core::net::Ipv6Addr::from_segments,core__net__Ipv6Addr__from_segments,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv6Addr__from_segments/summary.json
core::net::Ipv6Addr::is_loopback,core__net__Ipv6Addr__is_loopback,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv6Addr__is_loopback/summary.json
core::net::Ipv6Addr::is_multicast,core__net__Ipv6Addr__is_multicast,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv6Addr__is_multicast/summary.json
core::net::Ipv6Addr::is_unicast_link_local,core__net__Ipv6Addr__is_unicast_link_local,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv6Addr__is_unicast_link_local/summary.json
core::net::Ipv6Addr::is_unique_local,core__net__Ipv6Addr__is_unique_local,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv6Addr__is_unique_local/summary.json
core::net::Ipv6Addr::is_unspecified,core__net__Ipv6Addr__is_unspecified,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv6Addr__is_unspecified/summary.json
core::net::Ipv6Addr::new,core__net__Ipv6Addr__new,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv6Addr__new/summary.json
core::net::Ipv6Addr::octets,core__net__Ipv6Addr__octets,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv6Addr__octets/summary.json
core::net::Ipv6Addr::segments,core__net__Ipv6Addr__segments,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv6Addr__segments/summary.json
core::net::Ipv6Addr::to_bits,core__net__Ipv6Addr__to_bits,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv6Addr__to_bits/summary.json
core::net::Ipv6Addr::to_canonical,core__net__Ipv6Addr__to_canonical,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv6Addr__to_canonical/summary.json
core::net::Ipv6Addr::to_ipv4,core__net__Ipv6Addr__to_ipv4,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv6Addr__to_ipv4/summary.json
core::net::Ipv6Addr::to_ipv4_mapped,core__net__Ipv6Addr__to_ipv4_mapped,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__Ipv6Addr__to_ipv4_mapped/summary.json
core::net::SocketAddr::ip,core__net__SocketAddr__ip,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__SocketAddr__ip/summary.json
core::net::SocketAddr::is_ipv4,core__net__SocketAddr__is_ipv4,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__SocketAddr__is_ipv4/summary.json
core::net::SocketAddr::is_ipv6,core__net__SocketAddr__is_ipv6,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__SocketAddr__is_ipv6/summary.json
core::net::SocketAddr::new,core__net__SocketAddr__new,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__SocketAddr__new/summary.json
core::net::SocketAddr::port,core__net__SocketAddr__port,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__SocketAddr__port/summary.json
core::net::SocketAddr::set_ip,core__net__SocketAddr__set_ip,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__SocketAddr__set_ip/summary.json
core::net::SocketAddr::set_port,core__net__SocketAddr__set_port,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__SocketAddr__set_port/summary.json
core::net::SocketAddrV4::ip,core__net__SocketAddrV4__ip,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__SocketAddrV4__ip/summary.json
core::net::SocketAddrV4::new,core__net__SocketAddrV4__new,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__SocketAddrV4__new/summary.json
core::net::SocketAddrV4::port,core__net__SocketAddrV4__port,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__SocketAddrV4__port/summary.json
core::net::SocketAddrV4::set_ip,core__net__SocketAddrV4__set_ip,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__SocketAddrV4__set_ip/summary.json
core::net::SocketAddrV4::set_port,core__net__SocketAddrV4__set_port,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__SocketAddrV4__set_port/summary.json
core::net::SocketAddrV6::flowinfo,core__net__SocketAddrV6__flowinfo,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__SocketAddrV6__flowinfo/summary.json
core::net::SocketAddrV6::ip,core__net__SocketAddrV6__ip,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__SocketAddrV6__ip/summary.json
core::net::SocketAddrV6::new,core__net__SocketAddrV6__new,true,true,true,,,0,true,/home/chentianyu/nanvix-rust-std-specgen-rerun-2026-08-06/specgen/all-2121-gpt56sol-fresh-20260806-0453/targets/core__net__SocketAddrV6__new/summary.json
